file_path,caption
../datalake/PASTIS24/pickle24x24/20341_10.pickle,"The image represents a cultivated area of orchard occupying around 100 m2, which corresponds to a relevant part of the cultivated area in this zone: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10192_13.pickle,"The image shows a cultivated area of soft winter wheat covering about 5500 m2, corn covering about 10200 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10090_21.pickle,"A crop of can be identified in the image meadow with an estimated surface of 14300 m2, potatoes with an estimated size of 7700 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40488_9.pickle,"A crop of can be identified in the image meadow with an approximate area of 3400 m2, soft winter wheat with a dimension close to 44600 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30572_18.pickle,"The crop of can be seen in the image meadow covering an area close to 23000 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30073_18.pickle,"The image displays the crop of meadow covering about 21000 m2, soft winter wheat covering about 2300 m2, corn with a dimension close to 1200 m2, winter barley with an approximate area of 2500 m2, soybeans with an estimated surface of 5200 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20333_19.pickle,"The crop appearing in the image is meadow representing an area of around 18000 m2, leguminous fodder occupying around 12700 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10484_2.pickle,"In the image, the cultivated area corresponds to meadow with an estimated size of 16500 m2, soft winter wheat with an estimated surface of 28100 m2, winter barley with a dimension close to 11500 m2, which represents a prominent portion of the region’s agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30342_12.pickle,"A crop of can be identified in the image meadow covering about 15200 m2, winter triticale covering about 7100 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40246_4.pickle,"The image shows the presence of meadow with an approximate area of 16400 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10122_16.pickle,"The crop of is visible in the image meadow with a coverage of approximately 25200 m2, soft winter wheat with a dimension close to 3700 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30123_4.pickle,"The image reflects the crop of corn with a dimension close to 1100 m2, winter triticale representing an area of around 7100 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40486_23.pickle,No crop presence was recorded in this region.
../datalake/PASTIS24/pickle24x24/30062_12.pickle,"The image highlights the crop of soft winter wheat with an approximate area of 20200 m2, corn covering an area close to 2800 m2, soybeans with an estimated size of 25800 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10368_24.pickle,"This land shows the presence of the crop of soft winter wheat with a dimension close to 5300 m2, corn covering about 36100 m2, which represents a prominent portion of the region’s agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40452_6.pickle,"The crop appearing in the image is meadow representing an area of around 15200 m2, corn with an estimated size of 11200 m2, winter barley with an estimated surface of 25000 m2, which represents a prominent portion of the region’s agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40089_8.pickle,"The image highlights the crop of soft winter wheat covering about 14300 m2, corn with a coverage of approximately 33400 m2, potatoes representing an area of around 6500 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10020_10.pickle,"The image highlights the crop of meadow with an estimated surface of 12500 m2, mixed cereal occupying around 2800 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20494_5.pickle,"A crop of can be identified in the image meadow with a dimension close to 12600 m2, leguminous fodder with a coverage of approximately 4200 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20316_3.pickle,The image shows no sign of any crop.
../datalake/PASTIS24/pickle24x24/10521_0.pickle,"The image represents a cultivated area of meadow with an approximate area of 12200 m2, corn with an estimated size of 500 m2, winter barley with an estimated size of 8600 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20494_11.pickle,"A crop of can be identified in the image meadow with a coverage of approximately 16300 m2, sorghum covering about 3800 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40224_15.pickle,"The image reveals a crop of soft winter wheat with an approximate area of 37000 m2, corn occupying around 18500 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30605_11.pickle,"The crop appearing in the image is meadow occupying around 9400 m2, mixed cereal occupying around 20100 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40089_10.pickle,"A cultivated area with can be observed soft winter wheat with an estimated size of 15500 m2, corn with a coverage of approximately 32800 m2, beet with an approximate area of 4500 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30376_2.pickle,There is no visible crop presence in this area.
../datalake/PASTIS24/pickle24x24/20564_4.pickle,"The image displays the crop of grapevine with an estimated size of 14900 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20204_15.pickle,"The image represents a cultivated area of meadow with an estimated size of 600 m2, which represents a prominent portion of the region’s agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40082_18.pickle,"In the image, the cultivated area corresponds to meadow with a dimension close to 3500 m2, corn covering about 18900 m2, mixed cereal covering an area close to 9300 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20621_3.pickle,"A crop of can be identified in the image grapevine with a coverage of approximately 38400 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20040_18.pickle,"The image reveals a crop of winter durum wheat covering an area close to 43300 m2, which corresponds to a relevant part of the cultivated area in this zone: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30624_17.pickle,"The image reflects the crop of soft winter wheat with an approximate area of 20500 m2, winter rapeseed with an estimated size of 3900 m2, which corresponds to a relevant part of the cultivated area in this zone: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30022_23.pickle,"The image displays the crop of meadow covering an area close to 5800 m2, winter barley with an estimated size of 3600 m2, fruits,  vegetables, flowers with a coverage of approximately 18600 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40355_22.pickle,"The image represents a cultivated area of meadow with a dimension close to 5800 m2, corn representing an area of around 17000 m2, fruits,  vegetables, flowers with an estimated size of 12300 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20632_17.pickle,"The image reveals a crop of meadow occupying around 23200 m2, which represents a prominent portion of the region’s agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40473_16.pickle,"This area has been identified with the crop of meadow with an approximate area of 3100 m2, soft winter wheat with an approximate area of 28600 m2, spring barley with a coverage of approximately 100 m2, leguminous fodder with a coverage of approximately 9100 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10038_22.pickle,"The image highlights the crop of soft winter wheat occupying around 23200 m2, potatoes with an estimated surface of 7700 m2, which represents a prominent portion of the region’s agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40395_7.pickle,"The image represents a cultivated area of meadow covering an area close to 1100 m2, soft winter wheat covering about 5700 m2, corn covering an area close to 22600 m2, leguminous fodder with an estimated surface of 16600 m2, which corresponds to a relevant part of the cultivated area in this zone: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20494_10.pickle,"The crop of is visible in the image meadow with an estimated surface of 14500 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40482_14.pickle,"The crop of is visible in the image meadow with an approximate area of 200 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30294_13.pickle,"The image displays the crop of meadow with a coverage of approximately 300 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40369_13.pickle,"The image represents a cultivated area of spring barley with an estimated surface of 800 m2, which represents a prominent portion of the region’s agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30253_12.pickle,"In the image, the cultivated area corresponds to soft winter wheat spanning approximately 24000 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40520_21.pickle,"A cultivated area with can be observed meadow with an estimated surface of 55200 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10522_8.pickle,"The crop appearing in the image is meadow with an estimated size of 13200 m2, corn occupying around 13300 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30407_0.pickle,"The image shows the presence of corn representing an area of around 15300 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40104_21.pickle,"The image reflects the crop of meadow spanning approximately 17700 m2, corn with a dimension close to 33200 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20269_12.pickle,"The crop of can be seen in the image meadow representing an area of around 8000 m2, grapevine with an estimated size of 1900 m2, winter durum wheat occupying around 13100 m2, leguminous fodder covering an area close to 300 m2, which represents a prominent portion of the region’s agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30094_7.pickle,"This area has been identified with the crop of meadow representing an area of around 46600 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40439_13.pickle,"The crop of is visible in the image beet spanning approximately 10700 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40086_23.pickle,"This land shows the presence of the crop of grapevine with an approximate area of 12900 m2, orchard occupying around 400 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10257_6.pickle,"The image shows a cultivated area of meadow representing an area of around 49500 m2, corn spanning approximately 200 m2, mixed cereal occupying around 1800 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30197_17.pickle,"The image shows the presence of meadow representing an area of around 4200 m2, soft winter wheat occupying around 5800 m2, corn with an estimated surface of 11100 m2, winter barley with a dimension close to 29500 m2, winter triticale covering about 3700 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40224_16.pickle,"The image represents a cultivated area of soft winter wheat covering about 5300 m2, corn with an approximate area of 50600 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30678_8.pickle,"In the image, the cultivated area corresponds to meadow with an approximate area of 10300 m2, corn with an estimated surface of 400 m2, grapevine with a dimension close to 6200 m2, which corresponds to a relevant part of the cultivated area in this zone: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30482_22.pickle,"This land shows the presence of the crop of meadow spanning approximately 600 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30415_21.pickle,"The crop of can be seen in the image meadow with an approximate area of 10200 m2, winter barley representing an area of around 45700 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30021_12.pickle,"This land shows the presence of the crop of meadow spanning approximately 900 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30570_22.pickle,"The image shows the presence of soft winter wheat with a coverage of approximately 27400 m2, corn with an approximate area of 20100 m2, soybeans covering an area close to 100 m2, which corresponds to a relevant part of the cultivated area in this zone: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40233_6.pickle,"A crop of can be identified in the image meadow covering about 27400 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10049_10.pickle,"The image shows the presence of meadow with an estimated size of 32300 m2, corn with a coverage of approximately 13100 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20156_24.pickle,"The image shows a cultivated area of soft winter wheat representing an area of around 900 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20082_18.pickle,"The image reflects the crop of meadow covering an area close to 2100 m2, leguminous fodder occupying around 14700 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10495_14.pickle,"The image represents a cultivated area of meadow covering an area close to 6700 m2, corn occupying around 9500 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30473_1.pickle,"This land shows the presence of the crop of soft winter wheat spanning approximately 14700 m2, corn with an estimated surface of 5000 m2, winter rapeseed covering an area close to 16300 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30390_21.pickle,"The crop appearing in the image is meadow covering about 1400 m2, winter triticale spanning approximately 17600 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30353_21.pickle,"This area has been identified with the crop of meadow with an estimated size of 100 m2, soft winter wheat covering about 10300 m2, corn with an approximate area of 38800 m2, which represents a prominent portion of the region’s agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30263_12.pickle,"The image represents a cultivated area of meadow covering an area close to 50800 m2, which represents a prominent portion of the region’s agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20007_2.pickle,"The crop of is visible in the image orchard with an approximate area of 32000 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40018_7.pickle,"The image represents a cultivated area of meadow with a coverage of approximately 56200 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30122_18.pickle,"The crop of is visible in the image meadow representing an area of around 14100 m2, corn with a dimension close to 200 m2, spring barley with an estimated surface of 25800 m2, soybeans with a coverage of approximately 3600 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10223_11.pickle,"The image shows the presence of meadow spanning approximately 20800 m2, soft winter wheat with an approximate area of 19700 m2, corn occupying around 7200 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40032_7.pickle,"This area has been identified with the crop of meadow spanning approximately 14200 m2, corn spanning approximately 1900 m2, winter barley with an estimated surface of 7200 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30415_20.pickle,"The crop appearing in the image is soft winter wheat occupying around 10900 m2, winter barley occupying around 33300 m2, sorghum with an approximate area of 10900 m2, which corresponds to a relevant part of the cultivated area in this zone: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40176_20.pickle,"The image reveals a crop of soft winter wheat occupying around 30200 m2, corn occupying around 16600 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10489_22.pickle,"This area has been identified with the crop of meadow with an approximate area of 4900 m2, soft winter wheat representing an area of around 3300 m2, corn with a dimension close to 1400 m2, winter rapeseed with a dimension close to 5600 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
